team_id,team_name
101,ZETA
102,DRX
103,T1
104,GE
105,PRX
106,DFM
107,TS
108,TLN
109,RRQ
110,GEN
111,KOI
112,NAVI
113,FNC
114,GIA
115,TH
116,FUT
117,TL
118,VIT
119,KC
120,BBL
121,SEN
122,100T
123,KRÜ
124,FUR
125,LOUD
126,MIBR
127,EG
128,C9
129,LEV
130,NRG
131,ASE
132,EDG
133,FPX
134,BLG
